,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ID=FBgn0000146,1963.5433901735307,0.48247472465335195,0.10506086701093013,4.592335266024,4.383134681301421e-06,0.000153358398151966
ID=FBgn0000147,505.6678967595184,0.4101431964843257,0.13076712410428043,3.1364396769730627,0.0017101261309121255,0.025015565961482022
ID=FBgn0000150,10113.963882747415,0.33454173435863366,0.12225662169779247,2.7363894872344106,0.006211745551620605,0.0667895376405019
ID=FBgn0000152,605.1920358549162,0.11911550144778986,0.17905587193583497,0.6652420842723055,0.5058956671311006,0.8694217885941592
ID=FBgn0000163,1355.70006280122,-0.08909315355671227,0.17150852768859687,-0.519467776660506,0.6034345781105896,0.9089560128079549
ID=FBgn0000173,1924.6241364150774,0.12824230576366902,0.12193551710090296,1.0517223267897173,0.29292696439338284,0.7368958769998538
ID=FBgn0000181,16058.461501828495,-0.13818124098664178,0.10757538399606366,-1.2845061374979432,0.1989649174822996,0.6270510217772015
ID=FBgn0000183,3266.260803928619,0.00450805720113048,0.08553100624507276,0.052706701336045346,0.9579655995554961,0.9947624106245598
ID=FBgn0000212,4046.174103974458,0.13285829721631842,0.12610946837094464,1.053515639488087,0.29210473028496786,0.7364083180330453
ID=FBgn0000221,239.79529766840736,-0.20258081038359885,0.1861810300943963,-1.0880851302675016,0.2765575274970714,0.7251730599982364
ID=FBgn0000228,962.6358987361991,-0.12077115178171158,0.143441499626977,-0.8419540516222977,0.3998136733398312,0.8189399203172445
ID=FBgn0000229,1111.6395282751546,-0.10068568649529494,0.19654259002429156,-0.512284317016738,0.6084520396339104,0.9106541747476925
ID=FBgn0000239,3110.957085233505,-0.04713922414287312,0.09845585178858898,-0.4787853975819907,0.6320913059677762,0.9192005669175182
ID=FBgn0000244,614.0472997415801,-0.3784965620058151,0.15847450217881673,-2.3883751442786276,0.01692305746806678,0.143696868199768
ID=FBgn0000246,209.2358019055166,0.17759836836444348,0.28384298095224275,0.6256923027253748,0.5315167829549767,0.8795389925693026
ID=FBgn0000247,3287.161705900961,-0.150148210237857,0.1418304200881026,-1.0586460235017814,0.2897610184535607,0.7339315997608981
ID=FBgn0000250,2871.9127762713856,-0.07789977886593108,0.12976837223454646,-0.600298651547645,0.548307217248037,0.886673974717213
ID=FBgn0000253,13933.572276052892,0.04443393738074053,0.24402865400737223,0.1820849176974035,0.8555160848052118,0.9774697537339521
ID=FBgn0000256,2593.2701458962947,-0.39984165710413305,0.13204270556278128,-3.02812378313487,0.00246077267947346,0.03352691730084057
ID=FBgn0000257,907.291772559428,0.09474778308358713,0.16064888390078225,0.5897817699256719,0.5553369661279988,0.8916489649965746
ID=FBgn0000259,2629.7176818583134,-0.07658099922281265,0.23750918283789924,-0.3224338457476797,0.7471240469913786,0.9506561541960428
ID=FBgn0000261,2307.5510777084805,-0.13436406896055092,0.15223014312893884,-0.882637736514145,0.3774320327759896,0.8029506283371389
ID=FBgn0000273,3517.2588605405444,-0.09388995818786638,0.2213866934492693,-0.4240993743798845,0.6714933417507262,0.9291047695971352
ID=FBgn0000283,4395.109486572035,-0.09642483062525364,0.1430801830273191,-0.6739216332064848,0.5003611377078458,0.86826757389359
ID=FBgn0000286,602.7892918138584,-0.5287365230784459,0.14000511512607108,-3.776551468154088,0.00015901471280088106,0.0035301266241795594
ID=FBgn0000289,4166.012391125877,-0.20345313416187655,0.10804935634142834,-1.8829647954493962,0.059705139040833285,0.325145975020085
ID=FBgn0000299,61734.02849341442,0.6584383452609123,0.14829801782407195,4.439967269434626,8.997256045470639e-06,0.00028898420694132925
ID=FBgn0000307,2363.86539760017,-0.03480890493601173,0.19579048227036705,-0.17778650183793976,0.8588906484402818,0.977973920631852
ID=FBgn0000308,22077.531270835723,0.023547854462854286,0.21657938218598052,0.10872620572272816,0.9134196559080385,0.9845960770921454
ID=FBgn0000316,376.6142714394946,0.11944912460898956,0.18641159053901687,0.6407816395085597,0.5216645635036494,0.8745201922644198
ID=FBgn0000317,1690.1304036054007,-0.10429327293682479,0.12686664803079706,-0.8220700598277607,0.411037024383351,0.8266148962106981
ID=FBgn0000318,1266.5800354640699,0.21143986801454523,0.12940754345308553,1.6339068216003891,0.10227841717046486,0.44291307676573083
ID=FBgn0000319,17059.484883729576,0.04718270684651944,0.12442060731165747,0.37921939030833446,0.7045249536739704,0.9409097680132722
ID=FBgn0000326,333.8738486205799,0.19012416316633737,0.1405814086632212,1.3524132740894745,0.17624314537401353,0.5954967966232575
